Título,Nota,N_Avaliações,Desconto,Marca,Material,Gênero,Temporada,Qtd_Vendidos,Preço,Nota_MinMax,N_Avaliações_MinMax,Desconto_MinMax,Preço_MinMax,Marca_Cod,Material_Cod,Temporada_Cod,Qtd_Vendidos_Cod,Marca_Freq,Material_Freq
Macacão Roupa De Apicultor Completa Proteção Contra Abelhas,4.3,178.0,24.0,celi,brim 100% algodão,Sem gênero,não definido,+1000,203.88,0.7407407407407406,0.0195019832525341,0.3114754098360656,0.3291156508986733,177,46,1,1000.0,0.0077307867212369,0.0090950432014552
Calça Jeans Cigarrete Feminina Índigo Índigo Sawary Oferta,4.5,39.0,47.0,sawary,algodão,Feminino,primavera/verão,+100,138.2,0.8148148148148148,0.004186866460996,0.6885245901639345,0.217114013846731,692,25,7,100.0,0.0068212824010914,0.176443838108231
Kit 5 Cuecas Anti Assadura Sem Atrito Academia E Corrida,5.0,11.0,16.0,keeper,microfibra,Masculino,primavera/verão,+50,149.97,1.0,0.00110180696342,0.180327868852459,0.2371849527642304,406,101,7,50.0,0.0086402910413824,0.0300136425648021
Calça Jeans Infantil Masculina Roupa Brim Meninos,4.8,137.0,11.0,produto nacional,jeans ou brim,Meninos,não definido,+1000,46.82,0.925925925925926,0.0149845747025121,0.0983606557377049,0.0612871320896286,628,82,1,1000.0,0.001819008640291,0.0004547521600727
Kit Com 05 Shorts Estampado Feminino Adulto Extra Plus-size,4.1,12.0,5.0,voluccy,poliéster,Feminino,primavera/verão,+100,78.1,0.6666666666666666,0.001211987659762,0.0,0.1146277412093721,811,122,7,100.0,0.0009095043201455,0.1173260572987721
Kit 10 Cuecas Lupo Boxer Masculinas Atacado Box 523 Algodão,4.2,621.0,5.0,lupo,algodão 95%,Masculino,2021,+1000,179.9,0.7037037037037038,0.0683120317320405,0.0,0.2882234575901231,463,27,0,1000.0,0.0422919508867667,0.003638017280582
Macacão Roupa De Apicultor Completa Proteção Contra Abelhas,4.3,178.0,24.0,celi,brim 100% algodão,Sem gênero,não definido,+1000,203.88,0.7407407407407406,0.0195019832525341,0.3114754098360656,0.3291156508986733,177,46,1,1000.0,0.0077307867212369,0.0090950432014552
Camiseta Branca Unissex 100% Algodão Premium Camisa Básica,4.7,169.0,11.0,silkriar,algodão,Sem gênero,não definido,+1000,38.38,0.888888888888889,0.0185103569854561,0.0983606557377049,0.0468947170969612,717,25,1,1000.0,0.0004547521600727,0.176443838108231
"Bermuda Térmica Masculina Esportiva Corrida, Academia Treino",4.8,1004.0,24.0,keeper,microfibra,Masculino,primavera/verão,+10mil,48.52,0.925925925925926,0.1105112384310268,0.3114754098360656,0.0641860782374407,406,101,7,10000.0,0.0086402910413824,0.0300136425648021
Kit 10 Cuecas Boxer Mash Algodão Cotton Box Original Oferta,4.6,1700.0,22.0,mash,algodão,Masculino,primavera/verão,+10mil,229.39,0.8518518518518517,0.1871970030850595,0.2786885245901639,0.3726168957402544,494,25,7,10000.0,0.0109140518417462,0.176443838108231
Short Jeans Feminino Cintura Alta Levanta Bumbum Com Lycra,4.8,36.0,8.0,stillger jeans,algodão,Feminino,primavera/verão,+100,45.22,0.925925925925926,0.00385632437197,0.0491803278688524,0.0585587121858054,738,25,7,100.0,0.0154615734424738,0.176443838108231
Short Jeans Feminino Cintura Alta Destroyed Hot Pants Curto,4.5,33.0,11.0,stillger jeans,algodão,Feminino,primavera/verão,+100,49.41,0.8148148148148148,0.003525782282944,0.0983606557377049,0.0657037618089424,738,25,7,100.0,0.0154615734424738,0.176443838108231
Calça Jeans Wide Leg Feminina Sawary,4.8,52.0,36.0,sawary,algodão,Feminino,outono/inverno,+100,188.99,0.925925925925926,0.005619215513442,0.5081967213114754,0.3037242931687187,692,25,3,100.0,0.0068212824010914,0.176443838108231
Kit 10 Cuecas Boxer Lupo Cueca Box Algodão Masculina Atacado,4.5,3036.0,18.0,lupo,algodão,Masculino,outono/inverno,+10mil,232.89,0.8148148148148148,0.3343984133979726,0.2131147540983606,0.3785853142798676,463,25,3,10000.0,0.0422919508867667,0.176443838108231
Kit Com 10 Cuecas Boxer Algodão Sem Costura Zorba 781,4.7,5688.0,20.0,zorba,algodão,Masculino,não definido,+50mil,199.9,0.888888888888889,0.626597620096959,0.2459016393442623,0.3223287063879131,838,25,1,50000.0,0.0090950432014552,0.176443838108231
Macacão Apicultor Roupa Proteção Abelha Com Máscara + Brinde,4.1,332.0,10.0,celi,algodão,Sem gênero,não definido,+1000,166.21,0.6666666666666666,0.0364698104892022,0.0819672131147541,0.2648784147880358,177,25,1,1000.0,0.0077307867212369,0.176443838108231
Bermuda Térmica Anti Assadura Feminina Shorts Esporte Novo,4.7,40.0,14.0,keeper,microfibra,Feminino,primavera/verão,+100,48.11,0.888888888888889,0.004297047157338,0.1475409836065573,0.063486920637086,406,101,7,100.0,0.0086402910413824,0.0300136425648021
Kit 6 Cuecas Box Boxer Lupo Sem Costura Masculina Microfibra,4.8,325.0,20.0,lupo,microfibra,Masculino,primavera/verão,+1000,183.88,0.925925925925926,0.0356985456148082,0.2459016393442623,0.2950104021008833,463,101,7,1000.0,0.0422919508867667,0.0300136425648021
Short Jeans Plus Size Feminino Cintura Alta Com Lycra Curto,4.2,9.0,8.0,menina linda,algodão,Feminino,primavera/verão,+25,59.1,0.7037037037037038,0.000881445570736,0.0491803278688524,0.0822277548514716,509,25,7,25.0,0.0100045475216007,0.176443838108231
Kit 3 Bermudas Fitness Roupas Femininas Com Tapa Bumbum B05,5.0,7.0,36.0,própria,suplex poliéster,Feminino,primavera/verão,+25,116.81,1.0,0.000661084178052,0.5081967213114754,0.1806384502574946,633,154,7,25.0,0.0100045475216007,0.0031832651205093
Calça Jeans Feminina Boot Cut Índigo Sawary,4.5,318.0,17.0,sawary,algodão,Feminino,primavera/verão,+1000,144.99,0.8148148148148148,0.0349272807404142,0.1967213114754098,0.2286927458135807,692,25,7,1000.0,0.0068212824010914,0.176443838108231
Kit 2 Cuecas Boxer Lupo Basic Microfibra Sem Costura Box,4.8,1429.0,30.0,lupo,microfibra,Masculino,primavera/verão,+10mil,69.99,0.925925925925926,0.1573380343763772,0.4098360655737705,0.1007980628218682,463,101,7,10000.0,0.0422919508867667,0.0300136425648021
Kit 5 Short Saia Rodado Fitness Feminino Roupas De Academia,5.0,8.0,21.0,própria,poliéster,Feminino,primavera/verão,+50,159.32,1.0,0.000771264874394,0.2622950819672131,0.2531291565771972,633,122,7,50.0,0.0100045475216007,0.1173260572987721
Calça Feminina Jeans Boot Índigo Sawary,4.7,71.0,30.0,sawary,algodão,Feminino,outono/inverno,+100,158.99,0.888888888888889,0.00771264874394,0.4098360655737705,0.2525664199720337,692,25,3,100.0,0.0068212824010914,0.176443838108231
Bolero De Plush Com Tiara Bebe Menina Infantil Várias Cores,4.8,160.0,10.0,mundo nina,plush,Bebês,outono/inverno,+1000,44.23,0.925925925925926,0.0175187307183781,0.0819672131147541,0.0568705023703147,549,115,3,1000.0,0.0004547521600727,0.0004547521600727
Conjunto Térmico Inverno Frio Extremo Forro Fleece Roupa Nev,4.1,25.0,34.0,neve segunda pele térmica,"fibra bambu, elastano, poliéster",Feminino,outono/inverno,+100,119.54,0.6666666666666666,0.002644336712208,0.4754098360655738,0.1852938167183929,564,67,3,100.0,0.0031832651205093,0.0004547521600727
Short Jeans Feminino Destroyed Cós Alto Com Lycra Desfiado,4.2,53.0,10.0,menina linda,jean,Feminino,primavera/verão,+100,44.49,0.7037037037037038,0.005729396209784,0.0819672131147541,0.057313870604686,509,74,7,100.0,0.0100045475216007,0.0254661209640745
Calça Jeans Feminina Cintura Alta Com Lycra Levanta Bumbum,4.5,329.0,6.0,destmoda,jeans,Feminino,outono/inverno,+1000,149.99,0.8148148148148148,0.0361392684001762,0.0163934426229508,0.2372190580130282,229,75,3,1000.0,0.0004547521600727,0.0300136425648021
Kit 3 Calça Jeans Feminina Levanta Bumbum Cintura Alta,4.3,312.0,5.0,stillger,algodão,Feminino,outono/inverno,+1000,174.24,0.7407407407407406,0.0342661965623622,0.0,0.2785716721803485,736,25,3,1000.0,0.0327421555252387,0.176443838108231
Roupa De Frio Térmica Feminina Blusa E Calça Segunda Pele,4.6,29.0,35.0,"kit frio inverno, blusa manga longa segunda pele,",92% poliester 8% spandex (elastano),Sem gênero,não definido,+100,89.49,0.8518518518518517,0.003085059497576,0.4918032786885247,0.1340506803997135,413,14,1,100.0,0.0004547521600727,0.0004547521600727
Calça Feminina Jogger Malha De Viscolycra Esportiva Cós Alto,4.2,14.0,8.0,aristem roupas de academia,viscolycra,Feminino,não definido,+50,63.78,0.7037037037037038,0.001432349052446,0.0491803278688524,0.0902083830701545,51,173,1,50.0,0.0004547521600727,0.0059117780809458
Conjunto Motocross Amx Infantil Moto Azul/vermelho/branco,4.5,14.0,5.0,amx acessorios,poliéster,Sem gênero infantil,não definido,+100,190.5,0.8148148148148148,0.001432349052446,0.0,0.3062992394529518,40,122,1,100.0,0.0004547521600727,0.1173260572987721
Kit 05 Shorts De Academia Treino Roupas Moda Fitness Atacado,4.2,5.0,16.0,própria,poliéster,Feminino,não definido,+25,119.96,0.7037037037037038,0.000440722785368,0.180327868852459,0.1860100269431465,633,122,1,25.0,0.0100045475216007,0.1173260572987721
Kit 10 Cueca Boxer Lupo Sunga Box Algodão 100% Original,4.7,26.0,30.0,lupo,algodão,Masculino,outono/inverno,+100,247.5,0.888888888888889,0.00275451740855,0.4098360655737705,0.4034991985266532,463,25,3,100.0,0.0422919508867667,0.176443838108231
Kit 2 Calças Jeans Masculina Com Lycra.,4.6,2146.0,5.0,almix,jean,Masculino,primavera/verão,+10mil,134.3,0.8518518518518517,0.2363375936535919,0.0,0.210463490331162,26,74,7,10000.0,0.0054570259208731,0.0254661209640745
Conjunto Blusa Calça Feminina Roupa Inverno Promoção J11,4.8,38.0,11.0,confecção própria,malha crepe,Feminino,não definido,+100,78.22,0.925925925925926,0.004076685764654,0.0983606557377049,0.1148323727021588,195,90,1,100.0,0.0004547521600727,0.0004547521600727
Kit 3 Calças Jogger Masculina Jeans Com Punho Elastico,4.3,779.0,9.0,gbgsports,sarja,Masculino,outono/inverno,+1000,182.34,0.7407407407407406,0.0857205817540767,0.0655737704918032,0.2923842979434535,324,138,3,1000.0,0.0059117780809458,0.0154615734424738
Shorts Masculino Squadra 21 adidas,4.7,82.0,30.0,adidas,poliéster,Masculino,não definido,+100,119.99,0.888888888888889,0.008924636403702,0.4098360655737705,0.1860611848163432,13,122,1,100.0,0.0109140518417462,0.1173260572987721
Kit 10 Cuecas Boxer Lupo Cueca Box Algodão Atacado Original,4.6,78.0,11.0,lupo,algodão,Masculino,outono/inverno,+1000,218.61,0.8518518518518517,0.008483913618334,0.0983606557377049,0.3542341666382456,463,25,3,1000.0,0.0422919508867667,0.176443838108231
Kit 3 Calça Jeans Feminina Levanta Bumbum Atacado,4.3,9.0,8.0,stillger,algodão,Feminino,outono/inverno,+50,179.41,0.7407407407407406,0.000881445570736,0.0491803278688524,0.2873878789945772,736,25,3,50.0,0.0327421555252387,0.176443838108231
Kit 5 Cuecas Anti Assadura Esportiva Sem Costura Premium,4.9,50.0,37.0,keeper,microfibra,Masculino,primavera/verão,+100,199.97,0.9629629629629632,0.005398854120758,0.5245901639344263,0.3224480747587053,406,101,7,100.0,0.0086402910413824,0.0300136425648021
Kit 3 Short Bermuda Masculina Dry Fit Academia Plus Size,4.8,33.0,10.0,daze modas,poliéster,Masculino,primavera/verão,+100,135.31,0.925925925925926,0.003525782282944,0.0819672131147541,0.2121858053954503,216,122,7,100.0,0.0040927694406548,0.1173260572987721
Conjuntinho Mozao Casal Homem Mulher Estampado Viagem Roupa,4.8,8.0,37.0,iz store,poliéster,Sem gênero,primavera/verão,+100,78.7,0.925925925925926,0.000771264874394,0.5245901639344263,0.1156508986733058,382,122,7,100.0,0.0004547521600727,0.1173260572987721
Calça Legging Moletom Infantil Menina Malwee Kids,5.0,6.0,11.0,malwee kids,algodão,Meninas,outono/inverno,+25,51.27,1.0,0.00055090348171,0.0983606557377049,0.0688755499471368,480,25,3,25.0,0.0004547521600727,0.176443838108231
Kit 6 Cuecas Box Sem Costura Boxer Lupo Microfibra Original,4.7,76.0,15.0,lupo,microfibra,Masculino,primavera/verão,+1000,183.06,0.888888888888889,0.00826355222565,0.1639344262295082,0.2936120869001739,463,101,7,1000.0,0.0422919508867667,0.0300136425648021
Conjunto Calça Blusa Térmica Roupafrio Segunda Pele Feminino,4.0,16.0,44.0,hangar moriah,composição: 92% poliester 8% spandex,Feminino,outono/inverno,+100,139.32,0.6296296296296297,0.00165271044513,0.639344262295082,0.2190239077794072,351,55,3,100.0,0.0013642564802182,0.0045475216007276
Calça Mom Consciencia Jeans 00101 Jeans Medio,4.7,6.0,20.0,consciência,algodão orgânico,Feminino,outono/inverno,+25,153.19,0.888888888888889,0.00055090348171,0.2459016393442623,0.2426758978206746,203,33,3,25.0,0.0022737608003638,0.0045475216007276
Short Saia Rodado Fitness Feminino Roupas Para Academia,4.9,18.0,22.0,akorio,poliéster,Feminino,primavera/verão,+100,37.19,0.9629629629629632,0.001873071837814,0.2786885245901639,0.0448654547934927,21,122,7,100.0,0.0045475216007276,0.1173260572987721
Combo 4 Bermudas Plus Size Até O Joelho Estampada Cós Alto,4.1,39.0,10.0,kit bermuda feminina academia ginástica atacado,poliéster,Feminino,primavera/verão,+100,116.62,0.6666666666666666,0.004186866460996,0.0819672131147541,0.1803144503939156,410,122,7,100.0,0.001819008640291,0.1173260572987721
Kit 4 Cuecas Lupo Algodão Sunga Boxer Adulto Cotton Original,4.5,193.0,19.0,lupo,algodão,Masculino,outono/inverno,+1000,85.53,0.8148148148148148,0.0211546936976641,0.2295081967213114,0.1272978411377511,463,25,3,1000.0,0.0422919508867667,0.176443838108231
Kit 03 Conjuntos Top + Short Roupas Para Academia Atacado,4.2,115.0,24.0,akorio,suplex,Feminino,primavera/verão,+1000,136.04,0.7037037037037038,0.0125605993829881,0.3114754098360656,0.2134306469765697,21,151,7,1000.0,0.0045475216007276,0.0104592996816734
Kit 4 Cuecas Boxer Mash Algodão Cotton Box Original Oferta,4.8,46.0,7.0,mash,algodão,Masculino,primavera-verão outono-inverno,+100,78.46,0.925925925925926,0.00495813133539,0.0327868852459016,0.1152416356877323,494,25,6,100.0,0.0109140518417462,0.176443838108231
Kit C/3 Un Camisas Blusas Masculinas Long Line Oversize Swag,4.6,1396.0,6.0,éved maromba malhar fitness machão,tshirt atual estilosa slim barata,Masculino,primavera/verão,+10mil,78.16,0.8518518518518517,0.1537020713970912,0.0163934426229508,0.1147300569557654,841,169,7,10000.0,0.0004547521600727,0.0004547521600727
Kit 10 Cuecas Boxer Lupo Microfibra Sem Costura Box Original,4.8,197.0,20.0,lupo,microfibra,Masculino,primavera-verão outono-inverno,+1000,321.32,0.925925925925926,0.0215954164830321,0.2459016393442623,0.5293816718392961,463,101,6,1000.0,0.0422919508867667,0.0300136425648021
Calça Moletom Masculina Flanelada Com Punho Malwee,4.6,155.0,11.0,malwee,algodão,Masculino,outono/inverno,+1000,119.79,0.8518518518518517,0.0169678272366681,0.0983606557377049,0.1857201323283653,479,25,3,1000.0,0.0031832651205093,0.176443838108231
Short Saia Jeans Plus Size Feminino Cintura Alta Com Lycra,4.9,77.0,11.0,stillger jeans,algodão,Feminino,primavera/verão,+100,72.88,0.9629629629629632,0.008373732921992,0.0983606557377049,0.1057262712731489,738,25,7,100.0,0.0154615734424738,0.176443838108231
Calça Masculina Aeroready Sereno Slim Legend Ink adidas,4.2,10.0,13.0,adidas,poliéster,Masculino,primavera/verão,+100,249.99,0.7037037037037038,0.000991626267078,0.1311475409836065,0.4077453020019781,13,122,7,100.0,0.0109140518417462,0.1173260572987721
Kit 2 Calças Masculina Jeans Pra Trabalho Corte Reto,4.6,34.0,10.0,multimarcas,100% algodão,Masculino,outono/inverno,+100,128.63,0.8518518518518517,0.003635962979286,0.0819672131147541,0.2007946522969885,543,0,3,100.0,0.0118235561618917,0.0009095043201455
Roupa Feminina Plus Size Blusa Calça Frio Peluciado Proteção,4.6,5.0,42.0,neve segunda pele térmica,poliéster/elastano,Feminino,outono/inverno,+25,132.56,0.8518518518518517,0.000440722785368,0.6065573770491803,0.2074963336857542,564,127,3,25.0,0.0031832651205093,0.001819008640291
Kit 3 Cuecas Masculinas Slip Cotton Calvin Klein,5.0,102.0,30.0,calvin klein underwear,algodão,Masculino,primavera/verão,+1000,229.9,1.0,0.011128250330542,0.4098360655737705,0.3734865795845981,161,25,7,1000.0,0.0004547521600727,0.176443838108231
"Kit Com 4 Short Para Usar Embaixo Da Roupa, Vestido, Saia",4.2,88.0,11.0,silvest lingerie,poliéster,Feminino,primavera/verão,+1000,57.93,0.7037037037037038,0.009585720581754,0.0983606557377049,0.0802325977968009,719,122,7,1000.0,0.0022737608003638,0.1173260572987721
Kit 10 Cuecas Lupo Boxer Masculinas Atacado Box 523 Algodão,4.2,621.0,5.0,lupo,algodão 95%,Masculino,2021,+1000,179.9,0.7037037037037038,0.0683120317320405,0.0,0.2882234575901231,463,27,0,1000.0,0.0422919508867667,0.003638017280582
Macacão Roupa De Apicultor Completa Proteção Contra Abelhas,4.3,178.0,24.0,celi,brim 100% algodão,Sem gênero,não definido,+1000,203.88,0.7407407407407406,0.0195019832525341,0.3114754098360656,0.3291156508986733,177,46,1,1000.0,0.0077307867212369,0.0090950432014552
Short Masculino Logo adidas,4.7,14.0,30.0,adidas,poliéster,Masculino,não definido,+100,119.99,0.888888888888889,0.001432349052446,0.4098360655737705,0.1860611848163432,13,122,1,100.0,0.0109140518417462,0.1173260572987721
Kit 10 Cuecas Lupo Boxer Masculinas Atacado Box 523 Algodão,4.2,621.0,5.0,lupo,algodão 95%,Masculino,2021,+1000,179.9,0.7037037037037038,0.0683120317320405,0.0,0.2882234575901231,463,27,0,1000.0,0.0422919508867667,0.003638017280582
Moletom Infantil Calça Masculina Juvenil Kit 3 Calca Moleton,3.3,24.0,41.0,colbacho,algodão,Sem gênero,outono/inverno,+100,99.93,0.3703703703703703,0.002534156015866,0.5901639344262296,0.1518536202721599,192,25,3,100.0,0.0054570259208731,0.176443838108231
Macacão Roupa De Apicultor Completa Proteção Contra Abelhas,4.3,178.0,24.0,celi,brim 100% algodão,Sem gênero,não definido,+1000,203.88,0.7407407407407406,0.0195019832525341,0.3114754098360656,0.3291156508986733,177,46,1,1000.0,0.0077307867212369,0.0090950432014552
Kit 10 Cuecas Boxer Mash Algodão Cotton Box Original Oferta,4.6,1701.0,22.0,mash,algodão,Masculino,primavera/verão,+10mil,229.39,0.8518518518518517,0.1873071837814015,0.2786885245901639,0.3726168957402544,494,25,7,10000.0,0.0109140518417462,0.176443838108231
"Bermuda Térmica Masculina Esportiva Corrida, Academia Treino",4.8,1005.0,24.0,keeper,microfibra,Masculino,primavera/verão,+10mil,48.52,0.925925925925926,0.1106214191273688,0.3114754098360656,0.0641860782374407,406,101,7,10000.0,0.0086402910413824,0.0300136425648021
Calça Feminina Sarja Mom - 274383 Verde Sawary,4.8,18.0,24.0,sawary jeans,algodão,Feminino,outono/inverno,+50,185.99,0.925925925925926,0.001873071837814,0.3114754098360656,0.2986085058490502,693,25,3,50.0,0.0027285129604365,0.176443838108231
Lote 10 Short Infantil Roupa Menina Atacado De Cotom Oferta,4.5,10.0,10.0,gente grande kids,malha,Meninas,primavera/verão,+50,199.99,0.8148148148148148,0.000991626267078,0.0819672131147541,0.3224821800075031,326,89,7,50.0,0.0004547521600727,0.0004547521600727
Conjunto Feminino Calça E Blusa Manga Longa Social Roupafrio,4.4,255.0,8.0,nana fashion,viscolycra,Feminino,outono/inverno,+1000,129.5,0.777777777777778,0.0279858968708682,0.0491803278688524,0.2022782306196923,559,173,3,1000.0,0.0004547521600727,0.0059117780809458
Calça Jeans Infantil Wideleg Destroyed Menina Blogueirinha,4.7,58.0,10.0,maluket,algodão calças preta,Meninas,primavera/verão,+100,119.55,0.888888888888889,0.006280299691494,0.0819672131147541,0.1853108693427918,478,28,7,100.0,0.0013642564802182,0.0004547521600727
Kit 10 Cuecas Boxer Selene Box Microfibra Masculina Atacado,4.8,278.0,25.0,selene,poliamida,Masculino,outono/inverno,+1000,239.89,0.925925925925926,0.0305200528867342,0.3278688524590164,0.3905221513590941,698,116,3,1000.0,0.0013642564802182,0.0195543428831286
Kit 10 Cuecas Boxer Lupo Cueca Box Algodão Masculina Atacado,4.5,3037.0,18.0,lupo,algodão,Masculino,outono/inverno,+10mil,232.89,0.8148148148148148,0.3345085940943147,0.2131147540983606,0.3785853142798676,463,25,3,10000.0,0.0422919508867667,0.176443838108231
Kit Com 10 Cuecas Boxer Algodão Sem Costura Zorba 781,4.7,5691.0,20.0,zorba,algodão,Masculino,não definido,+50mil,199.9,0.888888888888889,0.626928162185985,0.2459016393442623,0.3223287063879131,838,25,1,50000.0,0.0090950432014552,0.176443838108231
Calça Levis 505 Original 100% Algodão Revendedor Autorizado,4.5,25.0,5.0,levi's,algodão,Masculino,outono/inverno,+100,326.55,0.8148148148148148,0.002644336712208,0.0,0.5383001943999183,436,25,3,100.0,0.0090950432014552,0.176443838108231
Macacão Apicultor Roupa Proteção Abelha Com Máscara + Brinde,4.1,332.0,10.0,celi,algodão,Sem gênero,não definido,+1000,166.21,0.6666666666666666,0.0364698104892022,0.0819672131147541,0.2648784147880358,177,25,1,1000.0,0.0077307867212369,0.176443838108231
Short Jeans Plus Size Com Lycra Levanta Bumbum Cintura Alta,4.4,45.0,6.0,stillger jeans,jean,Feminino,primavera/verão,+100,64.09,0.777777777777778,0.004847950639048,0.0163934426229508,0.0907370144265202,738,74,7,100.0,0.0154615734424738,0.0254661209640745
Kit 3 Short Jeans Feminino Levanta Bumbum Modela Cintura,4.3,27.0,14.0,stillger jeans,algodão,Feminino,primavera/verão,+100,149.67,0.7407407407407406,0.002864698104892,0.1475409836065573,0.2366733740322635,738,25,7,100.0,0.0154615734424738,0.176443838108231
Calça Jeans Original Sawary Com Lycra Roupas Femininas Dins,4.5,87.0,11.0,sawary,jeans com lycra,Feminino,outono/inverno,+1000,169.21,0.8148148148148148,0.009475539885412,0.0983606557377049,0.2699942021077043,692,79,3,1000.0,0.0068212824010914,0.001819008640291
Kit 2 Cuecas Boxer Lupo Basic Microfibra Sem Costura Box,4.8,1430.0,30.0,lupo,microfibra,Masculino,primavera/verão,+10mil,69.99,0.925925925925926,0.1574482150727192,0.4098360655737705,0.1007980628218682,463,101,7,10000.0,0.0422919508867667,0.0300136425648021
Roupa Térmica Flanelada Kit 2 Calças + 2 Blusas Segunda Pele,4.3,160.0,10.0,sm,poliéster,Masculino,outono/inverno,+1000,199.73,0.7407407407407406,0.0175187307183781,0.0819672131147541,0.3220388117731318,723,122,3,1000.0,0.0013642564802182,0.1173260572987721
Kit 5short Feminino Leve Moletinho Academia Fitness Atacado,4.7,118.0,10.0,canario,algodão,Feminino,primavera/verão,+1000,159.99,0.888888888888889,0.0128911414720141,0.0819672131147541,0.2542716824119232,170,25,7,1000.0,0.0100045475216007,0.176443838108231
Roupa Infantil Bailarina Profissional Balé Paetês Saia Média,4.6,40.0,7.0,bailarina profissional,poliéster,Meninas,não definido,+100,199.99,0.8518518518518517,0.004297047157338,0.0327868852459016,0.3224821800075031,90,122,1,100.0,0.0004547521600727,0.1173260572987721
Roupa Bebe Infantil Kit 10 Cuecas Boxer Menino Masculino,4.3,19.0,21.0,spk,algodão,Meninos,não definido,+100,98.05,0.7407407407407406,0.001983252534156,0.2622950819672131,0.1486477268851676,728,25,1,100.0,0.0004547521600727,0.176443838108231
Pijama De Frio Feminino Longo Tecido Super Confortável,4.7,228.0,30.0,time fitness roupa de dormir,poliéster,Feminino,outono/inverno,+1000,78.23,0.888888888888889,0.0250110180696342,0.4098360655737705,0.1148494253265577,765,122,3,1000.0,0.0004547521600727,0.1173260572987721
Kit 3 Bermuda Moletom Academia Ginastica Leve Estampado Top,4.3,20.0,10.0,canario,poliéster,Masculino,não definido,+100,119.91,0.7407407407407406,0.002093433230498,0.0819672131147541,0.185924763821152,170,122,1,100.0,0.0100045475216007,0.1173260572987721
Roupa Infantil Calça Jeans Branco Confortável Menino Juvenil,4.6,9.0,10.0,fashion kids,algodão,Meninos,outono/inverno,+50,78.01,0.8518518518518517,0.000881445570736,0.0819672131147541,0.114474267589782,293,25,3,50.0,0.0004547521600727,0.176443838108231
Kit 3 Short Jeans Feminino Cintura Alta Barato Atacado,4.4,508.0,9.0,menina linda,jean,Feminino,primavera/verão,+1000,129.2,0.777777777777778,0.0558616130453944,0.0655737704918032,0.2017666518877255,509,74,7,1000.0,0.0100045475216007,0.0254661209640745
Kit 3 Calça Jeans Feminina Levanta Bumbum Cintura Alta,4.3,313.0,5.0,stillger,algodão,Feminino,outono/inverno,+1000,174.24,0.7407407407407406,0.0343763772587042,0.0,0.2785716721803485,736,25,3,1000.0,0.0327421555252387,0.176443838108231
Kit 2 Cuecas Box Boxer Zorba Algodão Sem Costura 781 Full,4.8,292.0,10.0,zorba,algodão,Masculino,não definido,+1000,43.38,0.925925925925926,0.0320625826355222,0.0819672131147541,0.0554210292964087,838,25,1,1000.0,0.0090950432014552,0.176443838108231
Roupa Feminina Short Plus Size Jeans 44 Ao 58 E Cintura Alta,3.8,8.0,11.0,usemia,jeans,Feminino,primavera/verão,+100,77.53,0.5555555555555555,0.000771264874394,0.0983606557377049,0.1136557416186351,793,75,7,100.0,0.0004547521600727,0.0300136425648021
Moletom Calça Juvenil Menino Kit 3 Peça Flanelada 10-12-14,3.7,168.0,5.0,colbacho,algodão,Sem gênero infantil,outono/inverno,+1000,69.21,0.5185185185185187,0.0184001762891141,0.0,0.0994679581187544,192,25,3,1000.0,0.0054570259208731,0.176443838108231
Calça Jeans Wide Leg Feminino Índigo Sawary,4.6,16.0,37.0,sawary jeans,algodão,Feminino,outono/inverno,+50,223.99,0.8518518518518517,0.00165271044513,0.5245901639344263,0.3634084785648511,693,25,3,50.0,0.0027285129604365,0.176443838108231
Kit 2 Calças Jeans Masculina Com Lycra.,4.6,2147.0,5.0,almix,jean,Masculino,primavera/verão,+10mil,134.3,0.8518518518518517,0.2364477743499339,0.0,0.210463490331162,26,74,7,10000.0,0.0054570259208731,0.0254661209640745
Kit 3 Calças Jogger Masculina Jeans Com Punho Elastico,4.3,779.0,9.0,gbgsports,sarja,Masculino,outono/inverno,+1000,182.34,0.7407407407407406,0.0857205817540767,0.0655737704918032,0.2923842979434535,324,138,3,1000.0,0.0059117780809458,0.0154615734424738
Short Masculino Malha Colorblock Aeroready adidas Novo,4.5,8.0,30.0,adidas,poliéster,Masculino,outono/inverno,+50,179.99,0.8148148148148148,0.000771264874394,0.4098360655737705,0.2883769312097132,13,122,3,50.0,0.0109140518417462,0.1173260572987721
Kit 4 Cuecas Boxer Lupo Em Algodão Masculina Cotton Original,4.6,2387.0,22.0,lupo,algodão,Masculino,primavera/verão,+10mil,89.9,0.8518518518518517,0.2628911414720141,0.2786885245901639,0.1347498380000682,463,25,7,10000.0,0.0422919508867667,0.176443838108231
Calça Jeans Infantil Juvenil Masculina C/ Elastano Mzocokids,4.7,11.0,12.0,mzoco kids,jeans poliéster algodão elastano,Meninos,outono/inverno,+100,64.47,0.888888888888889,0.00110180696342,0.1147540983606557,0.0913850141536782,555,83,3,100.0,0.0004547521600727,0.0004547521600727
Calça Linho Mom Feminina Bege Sawary,4.8,26.0,16.0,sawary jeans,algodão,Feminino,outono/inverno,+50,192.99,0.925925925925926,0.00275451740855,0.180327868852459,0.3105453429282767,693,25,3,50.0,0.0027285129604365,0.176443838108231
